state_id	item_index	lexical_identity	target_phonology	phoneme_length	S0_freear_predicted_phonology	divergence_step	divergence_is_eos_position	gold_token	chosen_token	gold_rank	gold_logit	chosen_logit	margin_chosen_minus_gold	top5_tokens	top5_logits	step_vs_goldprefix_logit_max_abs_dev	margin_numerically_ambiguous	n_generated_after_divergence	n_positional_mismatches	diag_prefix_correction_label	diag_prefix_correction_corrected_predicted_phonology	diag_prefix_correction_corrected_exact	diag_prefix_correction_corrected_second_divergence_step	diag_prefix_correction_corrected_terminated_by_cap
W3_SRC	3028	glossary	G L AO S ER IY	6	HH AY P ER OW	0	0	G	HH	2	46.97661590576172	47.86159133911133	0.8849754333496094	HH G JH S B	47.861591 46.976616 41.946312 38.257626 36.664722	2.288818359375e-05	0	4	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	G L AO S ER IY	1	NA	0
W3_SRC	3085	linear	L IH N IY ER	5	IH L EH K T R IH K	0	0	L	IH	3	20.19610595703125	25.297279357910156	5.101173400878906	IH AE L D IY	25.297279 20.766933 20.196106 17.940802 17.209864	1.1444091796875e-05	0	7	8	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	L IH N IY AA M AH L	0	4	0
W3_SRC	3155	slide	S L AY D	4	D R AH G	0	0	S	D	2	58.576637268066406	59.774742126464844	1.1981048583984375	D S B K P	59.774742 58.576637 55.935505 50.095287 47.571011	2.288818359375e-05	0	3	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S L AY D	1	NA	0
W3_SRC	3258	charged	CH AA R JH D	5	CH AA R JH D IH NG	5	1	<eos>	IH	2	70.61619567871094	74.10981750488281	3.493621826171875	IH <eos> IY ER W	74.109818 70.616196 50.078857 46.461086 34.794060	0.0	0	1	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	CH AA R JH D	1	NA	0
W3_SRC	3314	downtown	D AW N T AW N	6	L AW N V ER HH EH D	0	0	D	L	2	26.067882537841797	26.349573135375977	0.2816905975341797	L D AE K M	26.349573 26.067883 24.483261 20.059101 18.889084	1.33514404296875e-05	0	7	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	D AW N T AW N	1	NA	0
W3_SRC	3433	chip	CH IH P	3	D IH P	0	0	CH	D	2	44.53966522216797	44.81647872924805	0.2768135070800781	D CH B SH T	44.816479 44.539665 38.042343 35.243786 22.131432	2.288818359375e-05	0	2	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	CH IH P	1	NA	0
W3_SRC	3681	buffalo	B AH F AH L OW	6	B AH F AH L	5	0	OW	<eos>	2	45.57067108154297	46.128700256347656	0.5580291748046875	<eos> OW Z T D	46.128700 45.570671 32.925762 28.687584 27.774244	0.0	0	3	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AH F AH L OW	1	NA	0
W3_SRC	3693	marked	M AA R K T	5	M AA R K	4	0	T	<eos>	2	22.132526397705078	23.317914962768555	1.1853885650634766	<eos> T N F IH	23.317915 22.132526 18.730968 15.625208 11.857659	0.0	0	3	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	M AA R K T	1	NA	0
W3_SRC	3846	columbus	K AH L AH M B AH S	8	K AH L AH M B AH S T	8	1	<eos>	T	2	57.10376739501953	57.80126190185547	0.6974945068359375	T <eos> AH Y K	57.801262 57.103767 41.525127 28.607191 26.510221	0.0	0	0	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AH L AH M B AH S	1	NA	0
W3_SRC	3867	maker	M EY K ER	4	M EY K ER ER	4	1	<eos>	ER	2	74.96365356445312	75.09510040283203	0.13144683837890625	ER <eos> IY AH T	75.095100 74.963654 50.626888 38.385029 19.773003	0.0	0	0	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	M EY K ER	1	NA	0
W3_SRC	4611	fluid	F L UW AH D	5	S IH S T AH N S	0	0	F	S	2	40.52078628540039	49.91486358642578	9.39407730102539	S F TH CH D	49.914864 40.520786 37.424755 36.865822 32.648994	1.52587890625e-05	0	6	7	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	F L OW T	0	2	0
W3_SRC	4661	dennis	D EH N IH S	5	R EH N D IH K	0	0	D	R	2	36.03654098510742	39.099952697753906	3.0634117126464844	R D N M V	39.099953 36.036541 30.464087 24.841602 23.103018	2.288818359375e-05	0	5	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	D EH N IH S	1	NA	0
W3_SRC	4855	bestsellers	B EH S T S EH L ER Z	9	P EH R AH L Z	0	0	B	P	2	49.98033142089844	51.89859390258789	1.9182624816894531	P B AA EH HH	51.898594 49.980331 33.022289 27.475073 22.789648	1.52587890625e-05	0	5	8	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B EH S T S EH L ER Z	1	NA	0
W3_SRC	4976	romania	R OW M EY N IY AH	7	N AH T TH AA L AH	0	0	R	N	3	30.35909652709961	35.47848129272461	5.119384765625	N M R K S	35.478481 34.415485 30.359097 24.619535 23.251917	1.52587890625e-05	0	6	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R OW M EY N IY AH	1	NA	0
W3_SRC	5099	commonwealth	K AA M AH N W EH L TH	9	K AA N AH L EH K T R IY	2	0	M	N	3	40.05229568481445	40.764034271240234	0.7117385864257812	N L M R B	40.764034 40.482655 40.052296 34.745819 32.368389	0.0	0	7	7	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AA M AH N W EH L TH	1	NA	0
W3_SRC	5113	skype	S K AY P	4	K W AY	0	0	S	K	2	36.21382522583008	36.34635925292969	0.13253402709960938	K S HH L G	36.346359 36.213825 26.761217 25.862925 23.564835	9.5367431640625e-06	0	2	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AY P	1	NA	0
W3_SRC	5234	canvas	K AE N V AH S	6	L AE K W AO L	0	0	K	L	3	39.32689666748047	46.77006912231445	7.443172454833984	L P K B N	46.770069 39.555420 39.326897 29.524389 17.032598	9.5367431640625e-06	0	5	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE N ER	0	3	0
W3_SRC	5294	lycos	L AY K OW S	5	EH L F AY	0	0	L	EH	2	26.389219284057617	27.17051887512207	0.7812995910644531	EH L IH AY N	27.170519 26.389219 22.767353 19.636490 18.321863	1.52587890625e-05	0	3	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	L AY K OW S	1	NA	0
W3_SRC	5318	equally	IY K W AH L IY	6	AH P L IY T	0	0	IY	AH	2	43.03389358520508	44.643672943115234	1.6097793579101562	AH IY IH EH Y	44.643673 43.033894 34.290440 31.352602 27.669779	1.1444091796875e-05	0	4	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	IY K W AH L IY	1	NA	0
W3_SRC	5335	charm	CH AA R M	4	T R IH B ER	0	0	CH	T	2	52.18726348876953	52.52402877807617	0.3367652893066406	T CH M K SH	52.524029 52.187263 30.384159 27.360325 25.399677	1.1920928955078125e-05	0	4	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	CH AA R M	1	NA	0
W3_SRC	5372	melissa	M AH L IH S AH	6	N AH T IY N	0	0	M	N	2	34.55335235595703	34.684326171875	0.13097381591796875	N M F JH L	34.684326 34.553352 27.157223 24.803160 23.673632	1.52587890625e-05	0	4	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	M AH L IH S AH	1	NA	0
W3_SRC	5609	receptor	R IY S EH P T ER	7	R IY S EH M B AH L ER	4	0	P	M	2	53.25706100463867	54.70095443725586	1.4438934326171875	M P S T N	54.700954 53.257061 50.239628 43.978600 40.825539	0.0	0	4	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY S EH P T ER	1	NA	0
W3_SRC	5722	sept	S EH P T	4	S T AA K	1	0	EH	T	2	51.29683303833008	55.329097747802734	4.032264709472656	T EH P AE AA	55.329098 51.296833 42.810925 35.861778 29.388988	0.0	0	2	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EH P T	1	NA	0
W3_SRC	5889	profession	P R AH F EH SH AH N	8	P R AH F AY S	4	0	EH	AY	2	48.60777282714844	58.85143280029297	10.243659973144531	AY EH ER Y OW	58.851433 48.607773 46.249153 37.878872 37.376057	0.0	0	1	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	P R AH F EH SH AH N	1	NA	0
W3_SRC	5917	royalty	R OY AH L T IY	6	R OY AH T	3	0	L	T	2	73.50198364257812	76.60528564453125	3.103302001953125	T L JH S SH	76.605286 73.501984 55.842644 47.297623 40.164806	0.0	0	0	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R OY AH L T IY	1	NA	0
W3_SRC	5960	advances	AH D V AE N S AH Z	8	AH T AE M AH N AH L Z	1	0	D	T	2	60.56528091430664	62.70948028564453	2.1441993713378906	T D TH L M	62.709480 60.565281 34.133064 33.973770 32.343449	0.0	0	7	7	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AH D V AE N S AH Z	1	NA	0
W3_SRC	5967	ws	D AH B AH L Y UW EH S	9	D AE B AH JH	1	0	AH	AE	2	47.43488693237305	47.94704818725586	0.5121612548828125	AE AH AW OW EH	47.947048 47.434887 35.308773 33.200855 30.329466	0.0	0	3	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	D AH B AE S K IY	0	3	0
W3_SRC	6101	equality	IH K W AA L AH T IY	8	IH K W AA L AH JH IY	6	0	T	JH	2	55.60082244873047	56.517852783203125	0.9170303344726562	JH T M N TH	56.517853 55.600822 51.337982 49.926773 42.680748	0.0	0	1	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	IH K W AA L AH T IY	1	NA	0
W3_SRC	6177	slovenia	S L OW V IY N IY AH	8	S L OW V AA R K	4	0	IY	AA	2	48.57984161376953	50.613712310791016	2.0338706970214844	AA IY EY OW AE	50.613712 48.579842 32.234379 31.477842 26.174994	0.0	0	2	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S L OW V IY N IY AH	1	NA	0
W3_SRC	6329	guatemala	G W AA T AH M AA L AH	9	M AH G AA T AH	0	0	G	M	2	49.01070022583008	51.305442810058594	2.2947425842285156	M G HH JH B	51.305443 49.010700 46.998386 45.807484 34.069180	1.9073486328125e-05	0	5	9	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	G W AA T AH M AA L AH	1	NA	0
W3_SRC	6505	disagree	D IH S AH G R IY	7	D IH S K ER T AH N T	3	0	AH	K	2	38.37486267089844	41.3461799621582	2.9713172912597656	K AH G P T	41.346180 38.374863 33.380901 27.141804 26.122231	0.0	0	5	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	D IH S AH G R IY	1	NA	0
W3_SRC	6549	impression	IH M P R EH SH AH N	8	IH M P R IH SH AH N	4	0	EH	IH	2	56.58068084716797	57.86628723144531	1.2856063842773438	IH EH AY AW UW	57.866287 56.580681 51.090485 47.758823 45.286163	0.0	0	3	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	IH M P R EH SH AH N	1	NA	0
W3_SRC	6823	bullet	B UH L AH T	5	SH UH D IH NG	0	0	B	SH	2	67.360107421875	68.29047393798828	0.9303665161132812	SH B S R F	68.290474 67.360107 53.629227 42.257492 35.066929	3.0517578125e-05	0	4	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B UH L AH T	1	NA	0
W3_SRC	6889	sculpture	S K AH L P CH ER	7	S K AH L P IH K	5	0	CH	IH	2	29.875293731689453	34.257877349853516	4.3825836181640625	IH CH <eos> L R	34.257877 29.875294 26.886564 24.364445 19.375851	0.0	0	1	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH L P CH ER	1	NA	0
W3_SRC	6895	lenders	L EH N D ER Z	6	L AA NG G ER Z	1	0	EH	AA	2	68.43976593017578	70.87126159667969	2.4314956665039062	AA EH AO OW IY	70.871262 68.439766 61.944641 61.033028 45.028984	0.0	0	4	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	L EH NG K ER Z	0	2	0
W3_SRC	6958	debut	D EY B Y UW	5	D EY B R IY EY	3	0	Y	R	2	44.19769287109375	46.518714904785156	2.3210220336914062	R Y IY UH L	46.518715 44.197693 40.360580 39.252705 37.750301	0.0	0	2	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	D EY B Y UW	1	NA	0
W3_SRC	6963	anatomy	AH N AE T AH M IY	7	AH N EH T AH M AH S	2	0	AE	EH	2	28.207181930541992	28.449283599853516	0.24210166931152344	EH AE IH AA EY	28.449284 28.207182 23.916590 22.398731 17.447540	0.0	0	5	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AH N AE T AH M IY	1	NA	0
W3_SRC	7037	citations	S AY T EY SH AH N Z	8	S IY AY W IY Z	1	0	AY	IY	2	52.04869842529297	52.331703186035156	0.2830047607421875	IY AY EY UW IH	52.331703 52.048698 47.669178 32.535732 31.781219	0.0	0	4	7	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AY T EY SH AH N Z	1	NA	0
W3_SRC	7064	prospects	P R AA S P EH K T S	9	R AY Z D ER Z	0	0	P	R	3	32.664100646972656	35.869789123535156	3.2056884765625	R ER P W T	35.869789 34.855709 32.664101 25.425669 20.476065	1.33514404296875e-05	0	5	9	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	P R AA S P ER T IY	0	5	0
W3_SRC	7220	freely	F R IY L IY	5	F R IY L IY F L IY	5	1	<eos>	F	3	32.7974739074707	39.33395767211914	6.5364837646484375	F V <eos> N W	39.333958 33.032982 32.797474 22.535124 19.595020	0.0	0	2	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	F R IY L IY	1	NA	0
W3_SRC	7258	meaningful	M IY N IH NG F AH L	8	M IY N Y UH R IY	3	0	IH	Y	2	43.25355529785156	46.6778678894043	3.4243125915527344	Y IH T AH JH	46.677868 43.253555 29.771685 27.125458 24.563334	0.0	0	3	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	M IY N IH NG F AH L	1	NA	0
W3_SRC	7375	combines	K AH M B AY N Z	7	K AH M OW SH IY EH Z	3	0	B	OW	2	41.58908462524414	43.75067901611328	2.1615943908691406	OW B AA IH IY	43.750679 41.589085 28.492922 27.960737 23.083029	0.0	0	4	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AH M B AY N Z	1	NA	0
W3_SRC	7505	condo	K AA N D OW	5	K AA N D AE Z	4	0	OW	AE	3	44.90535354614258	48.43418884277344	3.5288352966308594	AE AH OW EH EY	48.434189 45.446571 44.905354 31.138475 26.837727	0.0	0	1	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AA N D OW	1	NA	0
W3_SRC	7637	occurring	AH K ER IH NG	5	AH K ER S	3	0	IH	S	5	19.33466339111328	30.666597366333008	11.331933975219727	S Z ZH <eos> IH	30.666597 29.703686 26.161921 19.774220 19.334663	0.0	0	0	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AH K ER IH NG	1	NA	0
W3_SRC	7657	widespread	W AY D S P R EH D	8	W AY D S T	4	0	P	T	4	23.643640518188477	41.74504470825195	18.101404190063477	T <eos> AW P AH	41.745045 38.876537 27.667479 23.643641 21.685236	0.0	0	0	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	W AY D S P R EH D	1	NA	0
W3_SRC	7682	palestine	P AE L AH S T AY N	8	P IY AE N AH S	1	0	AE	IY	2	55.584651947021484	56.40121841430664	0.8165664672851562	IY AE UH ER AA	56.401218 55.584652 49.329617 46.653919 45.296490	0.0	0	4	7	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	P AE L AH S T AY N	1	NA	0
W3_SRC	7739	squirt	S K W ER T	5	S K W ER T ER	5	1	<eos>	ER	2	46.06563186645508	48.375518798828125	2.309886932373047	ER <eos> AH IY Z	48.375519 46.065632 37.711189 23.296362 21.682840	0.0	0	0	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K W ER T	1	NA	0
W3_SRC	7819	oecd	OW IY S IY D IY	6	OW P IY EY CH IY	1	0	IY	P	3	21.230262756347656	33.50861358642578	12.278350830078125	P V IY D M	33.508614 28.471983 21.230263 16.621737 16.337597	0.0	0	4	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	OW IY S IY D IY	1	NA	0
W3_SRC	7852	chargers	CH AA R JH ER Z	6	CH EH S ER Z	1	0	AA	EH	2	77.90241241455078	79.04078674316406	1.1383743286132812	EH AA AY EY OW	79.040787 77.902412 64.807861 59.331467 55.441196	0.0	0	3	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	CH AA T ER Z	0	2	0
W3_SRC	7978	radios	R EY D IY OW Z	6	R EY N IH B Z	2	0	D	N	2	39.161983489990234	39.90622329711914	0.7442398071289062	N D T P V	39.906223 39.161983 31.324654 31.017479 25.554775	0.0	0	3	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EY D IY OW Z	1	NA	0
W3_SRC	8043	dui	D IY Y UW AY	5	D IY T IY N IY	2	0	Y	T	3	30.043067932128906	32.04320526123047	2.0001373291015625	T F Y JH V	32.043205 30.625572 30.043068 29.554359 23.802933	0.0	0	3	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	D IY Y UW N	0	4	0
W3_SRC	8144	brutal	B R UW T AH L	6	B L AH N T UW	1	0	R	L	2	49.66948318481445	53.282859802246094	3.6133766174316406	L R AH EH UW	53.282860 49.669483 37.177467 24.933807 23.242630	0.0	0	4	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B R UW T AH L	1	NA	0
W3_SRC	8204	economies	IH K AA N AH M IY Z	8	IH N K ER D Z	1	0	K	N	2	55.858516693115234	58.33779525756836	2.479278564453125	N K M V G	58.337795 55.858517 45.299751 35.835228 33.706387	0.0	0	4	7	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	IH K AA N AH M IY Z	1	NA	0
W3_SRC	8300	walnut	W AO L N AH T	6	W AO R N	2	0	L	R	2	53.21719741821289	53.51932907104492	0.30213165283203125	R L K N T	53.519329 53.217197 44.722034 40.324322 24.971924	0.0	0	1	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	W AO L AH N	0	3	0
W3_SRC	8302	ladder	L AE D ER	4	L AO N D ER	1	0	AE	AO	2	69.51252746582031	72.9208755493164	3.4083480834960938	AO AE UW EY EH	72.920876 69.512527 63.542820 60.350517 55.740913	0.0	0	3	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	L AE D ER	1	NA	0
W3_SRC	8323	caroline	K EH R AH L AY N	7	K EH N AH L IH S	2	0	R	N	2	51.043033599853516	51.256492614746094	0.21345901489257812	N R L M V	51.256493 51.043034 43.686211 43.357826 38.353184	0.0	0	4	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K EH R AH L AY N	1	NA	0
W3_SRC	8346	tulsa	T AH L S AH	5	AH L AA S AH	0	0	T	AH	2	24.846559524536133	26.230607986450195	1.3840484619140625	AH T OW Y R	26.230608 24.846560 17.644213 11.524469 9.580789	1.1444091796875e-05	0	4	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	T AH L S AH	1	NA	0
W3_SRC	8459	naples	N EY P AH L Z	6	N EY V AH S	2	0	P	V	2	51.48637008666992	51.51014709472656	0.023777008056640625	V P B T G	51.510147 51.486370 35.354256 25.754488 21.612535	0.0	0	2	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	N EY P AH L Z	1	NA	0
W3_SRC	8483	neural	N UH R AH L	5	N UH R OW P AH L	3	0	AH	OW	2	33.21204376220703	37.692405700683594	4.4803619384765625	OW AH AA UW IH	37.692406 33.212044 29.241549 28.975780 27.640806	0.0	0	3	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	N UH R AH S	0	4	0
W3_SRC	8525	fuzzy	F AH Z IY	4	F AH L IY	2	0	Z	L	2	41.66488265991211	44.991477966308594	3.3265953063964844	L Z S NG N	44.991478 41.664883 31.254402 30.713709 29.598946	0.0	0	1	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	F AH Z IY	1	NA	0
W3_SRC	8529	richards	R IH CH ER D Z	6	R IH CH ER D	5	0	Z	<eos>	2	66.59766387939453	68.96121978759766	2.363555908203125	<eos> Z S F W	68.961220 66.597664 40.625175 29.244129 25.998903	0.0	0	1	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH CH ER D Z	1	NA	0
W3_SRC	8544	dense	D EH N S	4	D EH N R AH L	3	0	S	R	2	24.016063690185547	28.57097816467285	4.554914474487305	R S T AH CH	28.570978 24.016064 23.613842 22.541443 18.404669	0.0	0	2	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	D EH N S	1	NA	0
W3_SRC	8662	stuffed	S T AH F T	5	S T AH F T IY	5	1	<eos>	IY	2	52.63795852661133	55.59403610229492	2.9560775756835938	IY <eos> AW IH ER	55.594036 52.637959 37.155495 32.084255 28.643211	0.0	0	0	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S T AH F T	1	NA	0
